"152358.47146576413","84612.71211222278","45736.03230586151","9416.7573020686","99894.82726990343","172471.9969976407","51450.82841346496","30261.529938098414","14102.661082355902","80281.83098246704","58526.75746207884"
"84612.71211222278","51045.3231751415","26031.85785966945","5295.2757106695435","58419.02932677593","96212.61425992881","29113.654745489068","17349.181686968917","8239.761817514614","45494.32722005172","34163.550730115356"
"45736.03230586151","26031.85785966945","15031.676602225712","2867.1063855802086","30983.2190218355","54893.1124244414","16317.56395537181","9654.6922490756","4399.456913685905","24344.116833673193","18016.397195618683"
"9416.757302068601","5295.2757106695435","2867.106385580209","610.6200945591625","6339.471758111873","10714.834411260683","3173.9832048514504","1892.3093970614582","892.8121056629948","4998.599913528132","3669.2789462360984"
"99894.82726990341","58419.029326775926","30983.2190218355","6339.471758111872","69639.37997677967","114982.31244652193","34097.96950165874","20757.978784966668","9649.428057157726","53422.606586625145","39910.54811593763"
"172471.99699764067","96212.61425992881","54893.11242444139","10714.834411260683","114982.31244652194","207228.30676586236","60430.091550267134","35901.13089737573","16349.215844456485","91197.87550342537","67620.2661755973"
"51450.82841346496","29113.65474548907","16317.563955371808","3173.9832048514504","34097.96950165874","60430.09155026715","18310.955209427175","10446.052467261323","4815.715924376572","27438.600396204933","19859.958830815456"
"30261.529938098414","17349.181686968917","9654.6922490756","1892.309397061458","20757.97878496667","35901.13089737574","10446.052467261323","6539.637326399893","2927.083365322414","16154.489885701829","12109.962471347762"
"14102.661082355902","8239.761817514616","4399.456913685904","892.8121056629947","9649.428057157724","16349.215844456485","4815.715924376573","2927.0833653224136","1388.1345162888779","7469.47268461852","5642.8196865916825"
"80281.83098246704","45494.327220051724","24344.116833673193","4998.599913528132","53422.60658662514","91197.8755034254","27438.600396204933","16154.489885701829","7469.47268461852","42910.806699198154","31164.26523624819"
"58526.75746207883","34163.550730115356","18016.39719561868","3669.2789462360984","39910.54811593763","67620.26617559731","19859.958830815456","12109.96247134776","5642.8196865916825","31164.26523624819","23648.616810944757"
